label,category,org_name
individuals-01,individuals,"Sheriff of Shasta County, California"
individuals-01,individuals,"Sheriff, Merced County"
individuals-01,individuals,"Sheriff, Plumas County"
individuals-01,individuals,"Sheriff, Sacramento County (letter dated 4/28/95) NOTE: THE OPPOSITION RECEIVED WAS SENT PRIOR TO THE LATEST"
individuals-01,individuals,Sheriff- Coroner of San Bernardino County
individuals-01,individuals,"Solano County Supervisor Barbara Kondylis, South San Francisco Mayor Richard Garbarino"
individuals-01,individuals,"Steve Staveley, Chief of Police"
individuals-01,individuals,"Tedd Laycock, Fire Chief"
individuals-01,individuals,"The Honorable Nathan Magsig, Board Chair and Supervisor"
individuals-01,individuals,"Thomas H. Simms, Chief of Police"
individuals-01,individuals,Todd Gloria- Mayor
individuals-01,individuals,"Tom Carroll, Mayor"
individuals-01,individuals,"Tom Daly, Mayor"
individuals-01,individuals,"Trustee Linda Handy, Peralta Community College District"
individuals-01,individuals,"Trustee Rick Winet, La Mesa-Spring Valley School District"
individuals-01,individuals,Tulare County Juvenile Court Judge Elisabeth B. Grant
individuals-01,individuals,"Tulare County Superior Court Judges Joseph Kalashian and William Silveira, Jr"
individuals-01,individuals,Tulare County Supervisor Amy Shuklian
individuals-01,individuals,Tulare County Supervisor Dennis Townsend
individuals-01,individuals,Tulare County Supervisor Ennis
individuals-01,individuals,Tulare County Supervisor Larry Micari
individuals-01,individuals,"Tulare County, Supervisor Vander Poel"
individuals-01,individuals,"Tulare County, Supervisor Worthley"
individuals-01,individuals,Tuolumne County Steve Vaczovsky
individuals-01,individuals,Tuolumne County Supervisor Randy Hanvelt
individuals-01,individuals,twenty four signatures on a petition
individuals-01,individuals,Twenty three private individual
individuals-01,individuals,Twenty-eight postcards from patrons of the South Bay Library of the San Luis Obispo County Library
individuals-01,individuals,Twenty-five
individuals-01,individuals,Twenty-four individuals
individuals-01,individuals,Twenty-seven private citizens
individuals-01,individuals,Twenty-Six individuals
individuals-01,individuals,Twenty-Three Individuals
individuals-01,individuals,Twenty-three private individuals
individuals-01,individuals,two attorneys
individuals-01,individuals,Two attorneys (Glendale and West Hills)
individuals-01,individuals,two concerned individuals
individuals-01,individuals,Two Families
individuals-01,individuals,Two family law attorneys
individuals-01,individuals,Two French Valley community residents
individuals-02,individuals,Two Individual Attorneys
individuals-02,individuals,Two individual engineers
individuals-02,individuals,Two individual farmers
individuals-02,individuals,two individual letters
individuals-02,individuals,two individual mobilehome owner
individuals-02,individuals,Two individual physicians
individuals-02,individuals,Two individual practitioners
individuals-02,individuals,two individuals (all opposed to aspects of bill relating to criminal prosecution)
individuals-02,individuals,Two individuals (including former Los Angeles County District Attorney Steve Cooley)
individuals-02,individuals,Two individuals (prior version)
individuals-02,individuals,Two individuals (Rancho Santa Fe)
individuals-02,individuals,Two Individuals -- END
individuals-02,individuals,Two individuals AB 1866 (Leno)
individuals-02,individuals,Two law professors
individuals-02,individuals,Two letter from individuals
individuals-02,individuals,Two letters from the general public
individuals-02,individuals,Two licensed physicians (surgeons)
individuals-02,individuals,"Two mobilehome owners, Aptos and Santa Cruz"
individuals-02,individuals,"Two mobilehome park residents, San Jose"
individuals-02,individuals,Two otolaryngologists
individuals-02,individuals,Two private individuals (female executives)
individuals-02,individuals,Two private individuals (prior to June
individuals-02,individuals,Two private law firms
individuals-02,individuals,two professors
individuals-02,individuals,Two professors
individuals-02,individuals,Two victims of adoption fraud
individuals-02,individuals,"Tyler Maxwell, Vice President, Fresno City Council"
individuals-02,individuals,Tyron Hampton - Pasadena City Councilmember
individuals-02,individuals,"Tyron Hampton, Councilmember"
individuals-02,individuals,U.S. Congressman Brad Sherman
individuals-02,individuals,U.S. Congressman Henry A. Waxman
individuals-02,individuals,U.S. Congressman Howard Berman
individuals-02,individuals,U.S. Congressman Howard L. Berman
individuals-02,individuals,U.S. Congressman Jim Costa
individuals-02,individuals,U.S. Congressman Juan Vargas
individuals-02,individuals,U.S. Congressman Ro Khanna
individuals-02,individuals,U.S. Congressmember Gary G. Miller
individuals-02,individuals,U.S. Congressmember Tony Cárdenas
individuals-02,individuals,U.S. Congresswoman Ellen Tauscher
individuals-02,individuals,"U.S. House of Representatives, Member of Congress, Alan Lowenthal"
individuals-02,individuals,"U.S. House of Representatives, Member of Congress, Jared Huffman"
individuals-02,individuals,"U.S. House of Representatives, Member of Congress, John Garamendi"
individuals-02,individuals,"U.S. House of Representatives, Member of Congress, Mark DeSaulnier"
individuals-02,individuals,"U.S. House of Representatives, Member of Congress, Michael Honda"
individuals-02,individuals,"U.S. House of Representatives, Member of Congress, Susan A. Davis"
individuals-02,individuals,"U.S. House of Representatives, Member of Congress, Ted Lieu"
individuals-02,individuals,U.S. Rep. Nanette Diaz Barragán
individuals-02,individuals,U.S. Representative Alan Lowenthal
individuals-02,individuals,U.S. Representative Grace Napolitano
individuals-02,individuals,U.S. Representative Henry A. Waxman
individuals-02,individuals,U.S. Representative Jackie Speier
individuals-02,individuals,U.S. Representative Jared Huffman
individuals-02,individuals,U.S. Representative Juan Vargas
individuals-02,individuals,U.S. Representative Maxine Waters
individuals-02,individuals,U.S. Representative Ted Lieu
individuals-02,individuals,U.S. Representative Young Kim (CA-39)
individuals-02,individuals,"U.S. Representative Zoe Lofgren, 19th District, California"
individuals-02,individuals,"U.S. Senate, Senator, Dianne Feinstein"
individuals-02,individuals,U.S. Senator Barbara Boxer
individuals-02,individuals,U.S. Senator Diane Feinstein
individuals-02,individuals,U.S. Senator Jackie Speier
individuals-02,individuals,"U.S. Senator, the Honorable Diane Feinstein"
individuals-02,individuals,United State Senator Barbara Boxer
individuals-02,individuals,"United State Senator, Dianne Feinstein"
individuals-02,individuals,United States Congressman Ted W. Lieu
individuals-02,individuals,"United States Congressman, Brad Sherman"
individuals-02,individuals,United States Congressmember Mark Takano
individuals-02,individuals,United States Representative Duncan Hunter
individuals-02,individuals,"United States Representative Nancy Pelosi, Democratic"
individuals-02,individuals,"United States Representative, Adam Schiff"
individuals-02,individuals,"United States Representative, Honorable Charles Boustany"
individuals-02,individuals,United States Senator Barbara Boxer
individuals-02,individuals,United States Senator Boxer
individuals-02,individuals,United States Senator Feinstein
individuals-02,individuals,"United States Senator, Barbara Boxer"
individuals-02,individuals,"United States Senator, Dianne Feinstein"
individuals-02,individuals,"United States Senator, Honorable Mary Landrieu"
individuals-02,individuals,United States Senators Mary Landrieu and David Vitter
individuals-02,individuals,"University of California, Los Angeles professor Donald Shoup"
individuals-02,individuals,"University of California, Los Angeles, Professor of Medicine"
individuals-02,individuals,University Surgery Center: Five individual doctors
individuals-02,individuals,Ursula Davidson
individuals-02,individuals,"US Congressman, 5th District, John Garamendi"
individuals-02,individuals,US Congressmember Anna Eshoo
individuals-02,individuals,US Congressmember Barbara Lee
individuals-02,individuals,US Congressmember George Miller
individuals-02,individuals,US Congressmember Grace Napolitano
individuals-02,individuals,US Congressmember Henry Waxman
individuals-02,individuals,US Congressmember Lois Capps
individuals-02,individuals,US Congressmember Lynn Woolsey
individuals-02,individuals,US Congressmember Michael Honda
individuals-02,individuals,US Congressmember Mike Thompson
individuals-02,individuals,US Congressmember Sam Farr
individuals-02,individuals,US Senator Dianne Feinstein
individuals-02,individuals,"V. Manuel Perez, Supervisor"
individuals-02,individuals,"Val Lerch, former Vice Mayor of Long Beach"
individuals-02,individuals,Valerie Hanson [concerned citizen
individuals-02,individuals,Valerie Lambertson
individuals-02,individuals,"Valerie Lambertson, Member"
individuals-02,individuals,Valerie Pham
individuals-02,individuals,Valerie Roach
individuals-02,individuals,"Valerie Stallings, San Diego City Council"
individuals-02,individuals,"Valerie Stallings, San Diego City Council Member"
individuals-02,individuals,"Valerie Stallings, San Diego City Councilmember"
individuals-02,individuals,"Vallerie Chiappone, Individual"
individuals-02,individuals,Valley of the Moon Water District Board Member Jon L. Foreman
individuals-02,individuals,Various abalone divers
individuals-02,individuals,Various attorneys and individuals
individuals-02,individuals,Various citizens via letters and phone calls
individuals-02,individuals,Various constituents and interested parties
individuals-02,individuals,various CPA's
individuals-02,individuals,Various elected and business individuals
individuals-02,individuals,Various elected officials
individuals-02,individuals,VARIOUS ELECTED OFFICIALS FROM
individuals-02,individuals,Various homeowners
individuals-02,individuals,Various indidividuals
individuals-02,individuals,various individual attorneys
individuals-02,individuals,Various Individual Court Reporters
individuals-02,individuals,Various Individual Letters
individuals-02,individuals,Various individual radiologic technologists
individuals-02,individuals,Various individual store owners
individuals-02,individuals,Various individual veterinarians
individuals-02,individuals,Various individuals also write
individuals-02,individuals,Various individuals and attorneys
individuals-02,individuals,various individuals and doctors
individuals-02,individuals,Various individuals as victims of identity theft
individuals-02,individuals,Various individuals serving as McKinney-Vento liaisons
individuals-02,individuals,"Various individuals, including physicians"
individuals-02,individuals,"Various private citizens, including real estate"
individuals-02,individuals,Various private patrol operator employees
individuals-02,individuals,Various veterinarians
individuals-02,individuals,Ventura County Supervisor Carmen Ramirez
individuals-02,individuals,Ventura County Supervisor John K. Flynn
individuals-02,individuals,Ventura County Supervisor Judy Mikels
individuals-02,individuals,Ventura County Supervisor Mikels
individuals-02,individuals,"Ventura County Supervisor, John K. Flynn"
individuals-02,individuals,Ventura County Supervisors Peter Foy
individuals-02,individuals,"Ventura County, Supervisor Foy"
individuals-02,individuals,Veronica Hamel
individuals-03,individuals,Veronica Porter
individuals-03,individuals,"Vice Chair Soli Alpert, Berkeley"
individuals-03,individuals,Vice Chairman of the San Diego County Veterans Advisory
individuals-03,individuals,"Vice Mayor Adrian Fine, City Of Palo Alto"
individuals-03,individuals,"Vice Mayor Barbara Coler, Town of Fairfax"
individuals-03,individuals,Vice Mayor Francisco Ramirez
individuals-03,individuals,"Vice Mayor Frank Parra, National City"
individuals-03,individuals,Vice Mayor Giselle Hale
individuals-03,individuals,Vice Mayor Gloria C. Normura
individuals-03,individuals,Vice Mayor Henry Chang
individuals-03,individuals,Vice Mayor Jack Shu
individuals-03,individuals,Vice Mayor Jen Wolosin
individuals-03,individuals,Vice Mayor Jovanka Beckles
individuals-03,individuals,"Vice Mayor Karina Talamantes, Sacramento City Council, District 3"
individuals-03,individuals,"Vice Mayor Katherine Lee, Alhambra"
individuals-03,individuals,Vice Mayor Ken Weir
individuals-03,individuals,Vice Mayor Linda Maio
individuals-03,individuals,Vice Mayor Lucas Ramirez
individuals-03,individuals,Vice Mayor of City of Santa Cruz
individuals-03,individuals,Vice-Chair
individuals-03,individuals,Vicki Carlson
individuals-03,individuals,"Vickie L. Wells, CIH, CSP"
individuals-03,individuals,Victoia Hoekstra
individuals-03,individuals,"Victoria Szatalowicz, MD, Culver City"
individuals-03,individuals,Victorville City Councilmember Angela Villes
individuals-03,individuals,"Vince Doyle, FV Verna Jean"
individuals-03,individuals,"Vincent Casalaina, Willard"
individuals-03,individuals,Vincent Mudd (individual)
individuals-03,individuals,"Vinton J. Koklich, Hearing Aid Dispenser"
individuals-03,individuals,Violet Parker
individuals-03,individuals,Virginia Arnold
individuals-03,individuals,Virginia Farver
individuals-03,individuals,"Vista Shakiba, Medical Doctor"
individuals-03,individuals,Vivian Marquez
individuals-03,individuals,"W.D. ""Bill"" Stearns, Chief of Police"
individuals-03,individuals,"W.H. Wells, Jr., Ph.D., CIH, CSP"
individuals-03,individuals,"W.P. Carey, Distinguished Professor, Arizona State University"
individuals-03,individuals,Walt Brewer
individuals-03,individuals,Walt Lewis from the Pasadena District Attorneys Office
individuals-03,individuals,"Walt Shultz, El Dorado County Supervisor"
individuals-03,individuals,"Walter H. Gmelch, Dean of the School of Education, University of San"
individuals-03,individuals,Walter Mix
individuals-03,individuals,Walter Sterling
individuals-03,individuals,Walton Emmick
individuals-03,individuals,"Ward, Michael, Dean College of Engineering, Computer Science, and Construction Management, California State University, Chico"
individuals-03,individuals,Warren Ristow
individuals-03,individuals,"Warren Slocum, Chief Elections Officer & Assessor-County Clerk-Recorder, San Mateo County (February 23, 2007 version)"
individuals-03,individuals,"Warren Slocum, Supervisor, District 4"
individuals-03,individuals,Wasco City Councilmember Cherylee Wegman
individuals-03,individuals,Wayne Gretter
individuals-03,individuals,"Wayne Lesser, private attorney"
individuals-03,individuals,"Weldon Jackson, Individual"
individuals-03,individuals,Wendy Conner
individuals-03,individuals,"Wendy Gruel, Member, Los Angeles City Council"
individuals-03,individuals,"Wendy Larner, Member Ventura County Board of Education"
individuals-03,individuals,"Wendy Lindley, Presiding Judge, South Orange County Municipal"
individuals-03,individuals,Wendy Rianldi
individuals-03,individuals,"Wendy Rianldi, Board of Friends of the San Francisco Public Library"
individuals-03,individuals,Wendy W. Smith
individuals-03,individuals,Werner
individuals-03,individuals,"Wes Omoto, friend of Stephen Allen"
individuals-03,individuals,"Wesley Schultz, Ph.D., Professor of Psychology, California State"
individuals-03,individuals,Wesley Westmoreland
individuals-03,individuals,West Hollywood City Councilmember Lindsey Horvath
individuals-03,individuals,"West Virginia University, Associate Vice President for Research"
individuals-03,individuals,Westminster Vice-Mayor Kimberly Ho
individuals-03,individuals,"Whitney R. Sponsler, Oceanside"
individuals-03,individuals,Wiener
individuals-03,individuals,Wildomar City Councilmember Joseph Morabito
individuals-03,individuals,"Will Rogers, Columnist -- Leader Newspapers"
individuals-03,individuals,"Willaim S. Choate, Senior Assemlby Member, Madera"
individuals-03,individuals,"William A MacLaughlin, Presiding Judge, Superior Court of Los"
individuals-03,individuals,William Appleby
individuals-03,individuals,"William B. Grant, Ph.D"
individuals-03,individuals,William Bailey
individuals-03,individuals,"William Barnes, former Corporations Commissioner"
individuals-03,individuals,William Chapin
individuals-03,individuals,William Dale Boggs
individuals-03,individuals,"William F. Taylor, Esq. (Berkeley)"
individuals-03,individuals,"William G. Glynn, Ed.D., Vice Mayor"
individuals-03,individuals,"William Holt, attorney"
individuals-03,individuals,"William Holt, Attorney"
individuals-03,individuals,"William J. Howatt, Jr., Presiding Judge Superior Court, San"
individuals-03,individuals,"William J. Howatt, Jr., Presiding Judge, Superior Court, San Diego County"
individuals-03,individuals,William Kennedy
individuals-03,individuals,William Kissinger
individuals-03,individuals,"William L. Lee, MS, CIH, CSP"
individuals-03,individuals,"William M. Lansdowne, Chief of Police"
individuals-03,individuals,"William Mintline, Chief of Police"
individuals-03,individuals,"William O'Brien, Stanislaus County Supervisor, District One"
individuals-03,individuals,"William S. Choate, Senior Assembly Member"
individuals-03,individuals,William Schulte
individuals-03,individuals,"William Stiener, Supervisor IV, Orange"
individuals-03,individuals,"William Teague, MD, Fair Oaks"
individuals-03,individuals,William Wesley Patton (Whittier Law School)
individuals-03,individuals,"WilliamS. Comanor, Professor of Economics, UCSB"
individuals-03,individuals,"Willie L. Brown, Jr., Esq"
individuals-03,individuals,"Wilma Chan, District 3 Supervisor, Alameda County Board of Supervisors"
individuals-03,individuals,"Wilma Chan, Supervisor, Alameda County"
individuals-03,individuals,Women veterans representatives (2)
individuals-03,individuals,"Xavier Hermosillo, KMPC Radio"
individuals-03,individuals,Xochitl Rico
individuals-03,individuals,"Yee, in support of the bill"
individuals-03,individuals,"Yee, who"
individuals-03,individuals,Yolanda Hernandez
individuals-03,individuals,Yolo County Supervisor Duane Chamberlain
individuals-03,individuals,Yolo County Supervisor Helen M. Thomson
individuals-03,individuals,"Yolo County Supervisor, District 2, Don Saylor"
individuals-03,individuals,"Yolo County Supervisor, District 4, Mariko Yamada"
individuals-03,individuals,"Yoram Tal, Santa Monica, CA"
individuals-03,individuals,Yosemite Community College District Trustee
individuals-03,individuals,Yota Batsaras
individuals-03,individuals,"Young Kim, U.S Representative, CA-40"
individuals-03,individuals,"Ysabel Jurado, Los Angeles City Council, 14th District"
individuals-03,individuals,"Yuba Co. Supervisor, Gary Bradford, 4th District"
individuals-03,individuals,Yuba County - District 2 Supervisor
individuals-03,individuals,Yuba County Supervisor Andy Vasquez
individuals-03,individuals,"Yuba County Supervisor, Gary Bradford, 4th District"
individuals-03,individuals,"Yuba County, Supervisor - District Two"
individuals-03,individuals,Yvette McDowell
individuals-03,individuals,"Yvette Vartanian Davis, Board Trustee of the Glendale Community College"
individuals-03,individuals,"Yvonne Brathwaite Burke Supervisor, 2nd District Board of Supervisors"
individuals-03,individuals,"Yvonne Brathwaite Burke, Board of Supervisors"
individuals-03,individuals,"Yvonne Everett, Assist. Professor of Natural Resources"
individuals-03,individuals,"Yvonne McMurray, Constituent"
individuals-03,individuals,"Yvonne McMurray, constituent"
individuals-03,individuals,"Yvonne McMurray, resident of Los Banos"
individuals-03,individuals,Yvonne Quitana
individuals-03,individuals,"Zach Hilton, Councilmember"
individuals-03,individuals,"Zella Knight, Housing Commissioner"
individuals-03,individuals,Zeta Tau Chapter 192 individuals
individuals-03,individuals,Zeta Tau Chapter 192 private citizens
individuals-03,individuals,"Zev Yaroslavsky, Los Angeles County Board of Supervisors"
individuals-03,individuals,"Zev Yaroslavsky, Supervisor III, Los Angeles County Board of Supervisors"
individuals-03,individuals,"Zev Yaroslavsky, Supervisor Third District, Los Angeles County Board of Supervisors"
individuals-03,individuals,"Zev Yaroslavsky, Supervisor, Third District, Los Angeles"
individuals-03,individuals,"Zev Yarosolsky, Member, Los Angeles County Board of Supervisors"
individuals-03,individuals,"Zoe Lofgren, Member of the United States Congress"
individuals-03,individuals,"Zoe-Anne Fitzhugh, RN"
invalid-01,invalid,(Unable to re-verify at time of writing)
invalid-01,invalid,amended
invalid-01,invalid,Assembly votes
invalid-01,invalid,No known
invalid-01,invalid,Program
invalid-01,invalid,Torah
invalid-01,invalid,Trial Date
invalid-01,invalid,TSM/AGB:do 8/28/06 Senate Floor Analyses
invalid-01,invalid,TSM/DLW:ctl 4/29/98 Senate Floor Analyses
invalid-01,invalid,TSM/DLW:ctl 5/19/98 Senate Floor Analyses
invalid-01,invalid,TSM/DLW:ctl 8/28/98 Senate Floor Analyses
invalid-01,invalid,TSM:AB:do 9/9/07 Senate Floor Analyses
invalid-01,invalid,TSM:cm/ctl 5/18/98 Senate Floor Analyses
invalid-01,invalid,TSM:cm/ctl 7/10/98 Senate Floor Analyses
invalid-01,invalid,TSM:cm/ctl 8/31/98 Senate Floor Analyses
invalid-01,invalid,TSM:cm/jk 8/28/98 Senate Floor Analyses
invalid-01,invalid,TSM:cm/jk 8/31/98 Senate Floor Analyses
invalid-01,invalid,TSM:cm: 1/14/98 Senate Floor Analyses
invalid-01,invalid,TSM:ctl/cm 5/19/98 Senate Floor Analyses
invalid-01,invalid,TSM:DLW:do 8/27/10 Senate Floor Analyses
invalid-01,invalid,TSM:do:kc 8/30/10 Senate Floor Analyses
invalid-01,invalid,TSM:jk/cm 8/27/98 Senate Floor Analyses
invalid-01,invalid,TSM:jk/ctl 5/26/98 Senate Floor Analyses
invalid-01,invalid,TSM:meln 4/5/06 Senate Floor Analyses
invalid-01,invalid,TSM:sl/cm 5/12/98 Senate Floor Analyses
invalid-01,invalid,TSM:sl/cm 5/20/98 Senate Floor Analyses
invalid-01,invalid,TSM:sl/cm 7/21/98 Senate Floor Analyses
invalid-01,invalid,Turkey
invalid-01,invalid,U.S. 345
invalid-01,invalid,United Fuel Gas Co. v. Kentucky R. Commission (1929)
invalid-01,invalid,"Unknown (as amended April 27, 2000)"
invalid-01,invalid,Unknown (as amended)
invalid-01,invalid,Unknown (as proposed to be amended)
invalid-01,invalid,Unknown (co-sponsor)
invalid-01,invalid,Unknown (for bill as amended)
invalid-01,invalid,Unknown (SEE COMMENT 3 FOR RECOMMENDATIONS OF THE SUBCOMMITTEE ON PRISON CONSTRUCTION AND OPERATIONS)
invalid-01,invalid,Unknown (sponsor - Section 1 and 2)
invalid-01,invalid,Unknown (the alleged sponsor stated in the
invalid-01,invalid,Unknown (THIS ANALYSIS REFLECTS AUTHOR'S AMENDMENTS TO BE OFFERED IN COMMITTEE.)
invalid-01,invalid,Unknown and Economic Balance
invalid-01,invalid,Unknown as currently amended
invalid-01,invalid,Unknown as of 3/7/96
invalid-01,invalid,Unknown as of 6/23/00
invalid-01,invalid,Unknown as proposed to be amended
invalid-01,invalid,unknown as to present version)
invalid-01,invalid,Unknown Librarians (sponsor)
invalid-01,invalid,Unknown Office (sponsor)
invalid-01,invalid,Unknown Public Administrators
invalid-01,invalid,Unknown-- END
invalid-01,invalid,until 1982
invalid-01,invalid,until 2008
invalid-01,invalid,Urgency clause needed
invalid-01,invalid,USA.pdf
invalid-01,invalid,"VALLEJO |1 |AAA, SM |Final |YES |UNKNOWN|UNKNOW|UNKNOW|NO |Discip"
invalid-01,invalid,Valley |City of San Leandro |Monterey County
invalid-01,invalid,Valley |City of San Marcos |Mayors' Assn
invalid-01,invalid,"Various associations of retailers, manufacturers, and hospitals"
invalid-01,invalid,Various associations representing college and professional athletes
invalid-01,invalid,Various businesses
invalid-01,invalid,Various charter schools
invalid-01,invalid,various child care providers and stakeholders
invalid-01,invalid,various churches
invalid-01,invalid,"Various cities, local chambers of commerce and local"
invalid-01,invalid,various civil rights and workers' rights groups
invalid-01,invalid,various community organizations
invalid-01,invalid,various community-based organizations and consumer advocate entities
invalid-01,invalid,Various convalescent hospitals
invalid-01,invalid,various DCA boards and programs
invalid-01,invalid,Various departments and commissions within Contra Costa
invalid-01,invalid,Various employers and associations at the state and local
invalid-01,invalid,Various energy utilities
invalid-01,invalid,"Various groups, as noted in Comments"
invalid-01,invalid,Various gun-related groups
invalid-01,invalid,various health care provider associations
invalid-01,invalid,Various HMO enrollees and medical clinics
invalid-01,invalid,Various hotels and restaurants
invalid-01,invalid,Verified (5/27/15)
invalid-01,invalid,Verified 8/18/06
invalid-01,invalid,veto message
invalid-01,invalid,Viatical Settlements Broker
invalid-01,invalid,Victims AB 411 (Bordonaro) Action League
invalid-01,invalid,"Violence and Victims, Volume 24, Number 2, 2009, p"
invalid-01,invalid,Violence[1
invalid-01,invalid,"Vista (as amended April 20, 2006)"
invalid-01,invalid,"Vista (as amended March 28, 2006)"
invalid-01,invalid,Vol 29
invalid-01,invalid,Walter H. Liemert Co. v. California Coastal Com. (1983) 149 Cal.App.3d 222
invalid-01,invalid,WATSONVILL|3 |SM & CS |Final |NO |within |within|after |NO |NONE
invalid-01,invalid,"WEGGELAND, CALDERA, KILLEA - AB 1482"
invalid-01,invalid,Welfare and Institution Code section 827(g)
invalid-01,invalid,"Westminster, CA property owners"
invalid-01,invalid,with AB 2339
invalid-01,invalid,with AB 81
invalid-01,invalid,"with children who, because of age or special needs, are not able to be"
invalid-01,invalid,with companies who help
invalid-01,invalid,with consequences for all workers who depend on and
invalid-01,invalid,"with county clerks provides no enforcement mechanism to remedy the misconduct of LDAs, and as such provides little, if any, consumer"
invalid-01,invalid,with course material selection responsibilities to place their orders with
invalid-01,invalid,with current law (15 judicial days) and would result in even greater time
invalid-01,invalid,"with different language, thereby posing a possible"
invalid-01,invalid,with Disabilities
invalid-01,invalid,"with each of these requirements, will subject the employer to penalties and litigation as AB 51 characterizes any violation as ""unpaid wages"
invalid-01,invalid,with entities knowledgeable in leveraging investments
invalid-01,invalid,with evidence from a medical practitioner. The scope of who may perform
invalid-01,invalid,with exhaust systems has serious air quality and public health
invalid-01,invalid,with existing law conferring ultimate responsibility for
invalid-01,invalid,with extensive R&D activities
invalid-01,invalid,with growers may additionally constitute an unconstitutional
invalid-01,invalid,with guidelines
invalid-01,invalid,With high-income earners and businesses already fleeing California for
invalid-01,invalid,"with innovation, encourages investment in research conducted at the state's public universities, and positions the state to better convert"
invalid-01,invalid,"with last year's benefit increase, leaving a surplus"
invalid-01,invalid,"with members of the California delegation to exempt California from the federal requirements and allow us to return to the pre-October 1, 2008"
invalid-01,invalid,"With names like Spice, K2, No More Mr. Nice Guy, and hundreds of others, the drugs often called 'synthetic marijuana' are - in reality"
invalid-01,invalid,with no evidence whatsoever
invalid-01,invalid,With no family members
invalid-01,invalid,with no means to protect themselves against arbitrary and excessive fees imposed by public utilities
invalid-01,invalid,with open enrollment opportunities
invalid-01,invalid,"with other medical experts, would make his or her decision based on medical"
invalid-01,invalid,with other states
invalid-01,invalid,"with over 80,000 songs from the 1960s to the present, for just $300. The unauthorized sale of such items displaces multiple legitimate retail"
invalid-01,invalid,"with professional, technical and support staffing. AB 2300 (Dymally) of 2004, was similar to AB 1927. AB 1927 failed on"
invalid-01,invalid,with R.A. would be denied treatment for pneumonia and other
invalid-01,invalid,"with re-entry back into society. As a result, there will be a better"
invalid-01,invalid,with regard to mandating standards and technologies in
invalid-01,invalid,"with regard to, or inability to, handle personal financial commitments"
invalid-01,invalid,with remaining ongoing costs for additional information technology staff and operations
invalid-01,invalid,with repayment satisfied by extra minutes of instruction
invalid-01,invalid,with respect to amendments D
invalid-01,invalid,with respect to geographic terms
invalid-01,invalid,"With respect to potential funding shortfalls, opponents"
invalid-01,invalid,with respect to the amended version of the bill. (See Comment 4 for update on opposition positions.)
invalid-01,invalid,"With respect to the attorney's fees provision, they"
invalid-01,invalid,"With respect to this proposed presumption, they correctly"
invalid-01,invalid,"With respect to unintended consequences, the opponents"
invalid-01,invalid,with RN 120885
invalid-01,invalid,with same-day registration
invalid-01,invalid,with some modification
invalid-01,invalid,"with state laws that require hunters, and others, to"
invalid-01,invalid,with strong
invalid-01,invalid,with subject to a fine not to exceed three times the amount the provider
invalid-01,invalid,"With such few dollars spent on the safest way to transport students to school, California has ranked at the bottom of all 50"
invalid-01,invalid,with sufficient funds
invalid-01,invalid,with sufficient tools to deter these offenses. We are strongly opposed to
invalid-01,invalid,with switching to reusable bags
invalid-01,invalid,"with the 2012 federal program year, and 25% of their funds, beginning in"
invalid-01,invalid,with the additional 90 days of state funded case management
invalid-01,invalid,Withdrawn 4/23/96
invalid-01,invalid,Women (Scott) Violence
invalid-01,invalid,Workers #XXX
invalid-01,invalid,"Writing, grades 4 | | |individualized education| |and 7 | | |program indicates | |ν | | |assessment with CMA. | |Mathematics, grades 3-7"
invalid-01,invalid,"Writing, grades 4 | | |their individualized | |and 7 | | |education program | |ν | | |indicates assessment | |Mathematics, grades 2-7"
invalid-01,invalid,"writing: ""We"
invalid-01,invalid,WRITTEN COMMUNICATIONS: Both of the above
invalid-01,invalid,WRITTEN COMMUNICATIONS: On file with the Committee
invalid-01,invalid,"written in Title 22, California Code of Regulations, subsections 51485.1(f)"
invalid-01,invalid,written support received by committee
invalid-01,invalid,wrote the following
invalid-01,invalid,www.equalccw.com
invalid-01,invalid,www.mydiscountbroker.com
invalid-01,invalid,www.pornNewsToday.com
invalid-01,invalid,www.rangerover.net
invalid-01,invalid,www.rangerovers.net
invalid-01,invalid,X
invalid-01,invalid,X X
invalid-01,invalid,X1 None received
invalid-01,invalid,X2 10 - KILLEA
invalid-01,invalid,X2 14 - KOPP
invalid-01,invalid,XI
invalid-01,invalid,xOverTime
invalid-01,invalid,year delay
invalid-01,invalid,Yuba AB 2461 (Emmerson) County Sheriff
invalid-01,invalid,z?‚?zrzrz
misc-01,misc,Agencies
misc-01,misc,"Chief Joseph Aita, San Pablo Police Department"
misc-01,misc,"Chief Louis Trovato, Nevada City Police Department"
misc-01,misc,"Chief of Police Douglas Krathwohl, San Pablo"
misc-01,misc,"Chief of Police Louis Trovato, Nevada City"
misc-01,misc,"Chief of Police Thomas Bullard, Rohnert Park"
misc-01,misc,"Henry Brodersen, Palo Alto Elks Lodge"
misc-01,misc,Section
misc-01,misc,"version - January 5, 2012"
misc-01,misc,victims of domestic violence
misc-01,misc,Victor Valley College Financial Aid Office
misc-01,misc,"Victorville Chapter, Southern Christian Leadership: Conference"
misc-01,misc,volunteer firefighter
misc-01,misc,voucher regional centers
misc-01,misc,Wage
misc-01,misc,warrant
misc-01,misc,web designs
misc-01,misc,West Contra Costa Unified School District Office of Facilities Planning and Construction
misc-01,misc,wholehearted
misc-01,misc,womens' health
misc-01,misc,wood pole organizations
misc-01,misc,Year 2010-2011
misc-01,misc,youth advocacy organizations
