idx,category,still_in_crosswalk,type,name
266,dirty,True,child,Department of General Services on behalf of the Board of Control
267,dirty,True,child,"Dependency Legal Services (Mendocino, Lake, Solano, Marin, Sonoma, Stanislaus, Yolo, Placer)"
268,dirty,True,child,San Joaquin County Deputy Sheriff's Association (according to author)
269,dirty,True,child,"Devine Intermodal Trucking Company, Sacramento, Fresno, Stockton, Lathrop, Oakland, Los Angeles, and Paramount, CA"
270,invalid,True,canonical,"Diego, Santa Monica, Suisun City, Tehachapi, Temecula, Whittier"
271,clean_org,True,child,Dignity Community Care Dba. California Hospital Medical Center
272,individual,True,child,"Los Angeles County District Attorney Jackie Lacey, the bill's"
273,invalid,True,canonical,"Downtown Los Angeles, Glendale, Hollywood, Long Beach, Oxnard, San Fernando, Santa Clarita Valley"
274,dirty,True,child,"Retired Senior and Volunteer Program of Downtown Los Angeles, Glendale, Hollywood, Long Beach, Oxnard, San Fernando, Santa Clarita Valley"
275,individual,True,canonical,"Drew, Karen Bret Harte, Patricia King, Felipe Mundante, and Victora Rivero"
276,dirty,True,child,Education Mandated Cost Network to prior version of the bill
277,dirty,True,child,"El Camino Children & Family Services, Inc. Board of Directors"
278,dirty,True,child,"California Public Employees' Retirement System (CalPERS), Support with committee amendments"
279,dirty,True,canonical,"End of Life Choices, Greater Bakersfield, Central Coast, Central Valley, Orange County, Sacramento Valley, San"
280,dirty,True,child,"End of Life Choices, Greater Bakersfield, Central Coast, Central Valley, Orange County, Sacramento Valley, San: Diego Chapters"
281,conjoined,True,canonical,Escondido Independent Energy Inc. Natural Resources Defense Council Pacific Energy Group
282,individual,True,child,"Twilight Florido, Fair Housing Specialist, Fair Housing Center, Palo Alto, CA"
283,conjoined,True,canonical,"Farm, Farmers, SAFECO, Progressive, American States and Committee on Moral Concerns"
284,dirty,True,child,"Federation of Retired Union Members (Counties of: Amador, El Dorado, Nevada, Placer, Yolo and Sacramento)"
285,clean_org,True,canonical,"Five Cities Economic Development Joint Powers Authority (Fowler, Reedley, Sanger, Selma, Parlier)"
286,clean_org,True,child,"Five Star Education Coalition (Burbank, Glendale, La Canada, Pasadena, and South Pasadena Unified School Districts)"
287,clean_org,True,canonical,"FOCUS Brands (Auntie Anne's, Carvel, Cinnabon, Moe's Southwest Grill, Schlotsky's)"
288,clean_org,True,child,"FOCUS Brands (Auntie Anne's, Carvel, Cinnabon, Moe' Southwest Grill, Schlotsky's)"
289,conjoined,True,child,"Foothill Air Conditioning and Heating, Inc. Golden State Builders Exchanges"
290,individual,True,canonical,"Forest Batz, PharmD, Assistant Clinical Professor, School of Pharmacy, University of California, San Francisco"
291,individual,True,child,"Forest Bazat, PharmD, Assistant Clinical Professor, School of Pharmacy, University of California, San Francisco"
292,dirty,True,child,"Garton Tractor Inc., (Turlock, Tulare, Newman, and Stockton)"
293,individual,True,canonical,"Gerardo F. Gomez, Sr. Catholic Chaplain, Twin Towers I, CF, Los Angeles, CA"
294,clean_org,True,canonical,"Glass Molders, Pottery, Plastics and Allied Workers' Union, AFL-CIO, CLC"
295,clean_org,True,child,"Glass, Molders, Pottery, Plastics & Allied Workers: International Union, Local 213"
296,clean_org,True,canonical,"Glass, Molders, Pottery, Plastics and Allied Workers Union, Retirees Branch"
297,clean_org,True,canonical,"Glass, Molders, Pottery, Plastics, & Allied Workers International Union (GMP)"
298,clean_org,True,child,"Glass, Molders, Pottery, Plastics, & Allied Workers International Union (GMP), Local 137"
299,clean_org,True,canonical,"Glass, Molders, Pottery, Plastics, and Allied Workers International, United Steel Workers"
300,clean_org,True,child,"Gordon, Edelstein, Krepack, Grant, Felton, Goldstein, LLP, Attorneys at Law"
301,individual,True,child,"Joel Makower, Founder, Greenbiz.com & Co-Founder, Clean: Edge, Inc"
302,clean_org,True,canonical,"Grillias, Pirc, Rosier, Alves - Planners, Architects, & Engineers"
303,invalid,True,canonical,"Grove-Cosumnes, Elsinore Valley, Gridley-Biggs, Halcumb, Hanford, Kingsburg, Lemoore, Live Oak, Los Banos, Madera, Mendocino-Little"
304,individual,True,canonical,"Henriette W. Langdon, Assoc. Prof. San Jose State University"
305,conjoined,True,child,"Hotel Employees & Restaurant Employees Union, AFL-CIO, Local 11, Maria Elena Durazo, President, Los Angeles Organizations"
306,individual,True,canonical,"Honorable, La Doris Cordell, Retired, State Court Judge, Santa Clara County"
307,dirty,True,child,"Howard Jarvis Taxpayers Association (HJTA), on behalf of 34 individual HJTA"
308,conjoined,True,canonical,"Hueneme, Redondo Beach, South Bay Association, South County, Torrance, and Wilmington"
309,individual,True,child,"Craig N. Rossell of Hunt, Ortmann, Blasco, Palffy, & Rossell, Inc. Attorneys at Law"
310,dirty,True,child,Independent Cities Association (represents 49 cities in Southern California)
311,conjoined,True,canonical,"Infinity Broadcasting Corporation Radio Stations KHTK, KNCI, KSFM, KXOA, KYMX and KZZO, Sacramento"
312,dirty,True,child,"International Alliance of Theatrical Stage Employees Local 44, 80, 600, 695, 700, 705, 706, 728, 729, 767, 800, 871, 884, 892"
313,dirty,True,child,"International Alliance of Theatrical Stage Employees, Locals 44, 80, 600, 695, 700, 705, 706, 728, 729, 767, 800, 871, 884, 892"
314,dirty,True,child,"IATSE Local 44, 80, 600, 695, 700, 705, 706, 728, 729, 767, 800, 871, 884, 892"
315,clean_org,True,child,"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists, and Allied Crafts of the United States, Its Territories, and Canada, AFL-CIO, CLC"
316,dirty,True,child,"International Alliance of Theatrical Stage Employees, Locals 33, 80, 706, 768, 857"
317,dirty,True,child,"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers, Local Union 155, Local 433"
318,clean_org,True,child,"The International Association of Bridge, Structural, Ornamental, Iron Workers, Riggers, Heavy Machinery Movers, & Sheeters"
319,dirty,True,child,"International Association of Bridge, Structural, Ornamental Iron Workers, Riggers, Heavy"
320,individual,True,child,"California Professional Firefighters, Brian Hatch, Dir. Gov. Affairs, Sacramento"
321,individual,True,child,"California Professional Firefighters, Brian Hatch, Dir. Gov. Affairs"
322,individual,True,child,"Capt. Raymond Bower, International Association of Firefighters, Local I-25"
323,dirty,True,child,"CA State Legislative Board of Sheet Metal, Air, Rail and Transportation Workers, Engineers and Scientists of CA, IPTE"
324,dirty,True,child,"CA State Legislative Board of Sheet Metal, Air, Rail and Transportation Workers, Engineers and Scientists of CA, IPTE Local 20, AFL-CIO"
325,clean_org,True,child,"California State Board, Sheet Metal, Air, Rail, and Transportation Workers"
326,clean_org,True,child,"Sheet Metal, Air, Rail, and Transportation Workers, Local Union No.105"
327,dirty,True,child,"International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, International Brotherhood of Boilermakers, Western States Section"
328,dirty,True,child,"International Brotherhood of Electrical Workers Local 11, 40, 180, 234, 413, 440, 441, 551, 569, 595, 617, 639, 952"
329,dirty,True,child,"International Brotherhood of Electrical Workers, Local 45, 332, 569, 595"
330,dirty,True,child,"International Brotherhood of Electrical Workers Locals 6, 47, 100, 180, 302, 332, 340, 413, 551, 595, and 639"
331,dirty,True,child,"International Brotherhood of Electrical Workers, Local Union 6, 180, 302, 551, and 617"
332,dirty,True,child,"International Brotherhood of Electrical Workers: Local 11, Local 47, Local 617, Local 684, and Local 1245"
333,dirty,True,child,"International Brotherhood of Electrical Workers Local 551, Marin, Sonoma, Mendocino, Lake, Humboldt and Del Norte Counties"
334,dirty,True,child,"Local Union 45, Broadcast, Television, Recording Engineers, IBEW"
335,dirty,True,child,"International Brotherhood of Electrical Workers Local Unions Nos. 6, 40, 302, 340, 413, 441, 551, 569, 595, 639, and 684"
336,dirty,True,child,"International Brotherhood of Electrical Workers Locals 11, 18,100, 302, 428, 441, 551, 569, 595, 684"
337,dirty,True,child,"Teamsters Warehouse Union, Local 853, San Francisco, San Mateo, Alameda, Marin, and Contra Costa Counties"
338,conjoined,True,child,"Teamsters Local 63,137, 150, 315, 350, 386, 396, 431, 517, 542, 856, 890, UNITE HERE"
339,dirty,True,child,"Teamsters Union Local 601, Cannery Workers, Processors, Warehousemen and Helpers, Stockton and Oroville"
340,dirty,True,child,Northern California District Council - Int. Longshore and Warehouse Union
341,dirty,True,child,Northern CA District Council of the Intl. Longshore and Warehouse Union
342,clean_org,True,child,Northern CA District Council of the Int. Longshore and Warehouse Union
343,dirty,False,child,"Inlandboatmen's Union of the Pacific (IBU), a sponsor of the bill"
344,dirty,True,child,"Northern California District Council of the ILWU, in opposition to the bill"
345,clean_org,True,child,"International Union of Painters and Allied Trades, Painters, Tapers, Floorcoverers, & Glaziers"
346,clean_org,True,child,"International Union of Painters and Allied Trades, Painters, Tapers, Floorcoverers, & Glaziers, Local 294"
347,clean_org,True,child,"Structural, Ornamental, Iron Workers, Riggers, Heavy Machinery"
348,clean_org,True,child,"Structural, Ornamental, Iron Workers, Riggers, Heavy Machinery Movers, & Sheeters"
349,clean_org,True,canonical,"IU of Painters and Allied Trades, Painters, Tapers, Floorcoverers, & Glaziers"
350,clean_org,True,child,"IU of Painters and Allied Trades, Painters, Tapers, Floorcoverers, & Glaziers, Local 294"
351,individual,True,child,"Hon. James Lambden, Associate Justice, Court of Appeal, First Appellate District, Division Two"
352,clean_org,True,canonical,"JBanta, Inc., Resources & Support for Fathers, Sacramento, CA"
353,individual,True,canonical,"Jerome Engel, Chief, Division of Epilepsy and Clinical Neurophysiology, UCLA and Director, UCLA"
354,individual,True,child,"Dr. Jerome Engel, Chief, Division of Epilepsy and Clinical Neurophysiology, UCLA and Director, UCLA"
355,clean_org,True,canonical,"Jewish Community Relations Council of San Francisco, the Peninsula, Marin, Sonoma, Alameda and Contra Costa Counties"
356,clean_org,True,child,"Jewish Community Relations Council of San Francisco, the Peninsula, Marin, Sonoma, Alameda, Contra Costa Counties"
357,clean_org,True,child,"Jewish Community Relations Council of San Francisco, the Peninsula, Marin, Sonoma, Alameda and Contra Cost counties"
358,clean_org,True,child,"Jewish Community Relations Council (JCRC) of San Francisco, the Peninsula, Marin, Sonoma, Alameda and Contra Costa Counties"
359,clean_org,True,canonical,"Jewish Family and Children Services of San Francisco, Peninsula, San Mateo, Marin, and Sonoma"
360,individual,True,canonical,"John Tavaglione, Roy Wilson, Tom Mullen, and Jim Venable, Riverside County Supervisors"
361,conjoined,True,canonical,"Junior League of Long Beach, Los Angeles, Orange County, Riverside, Sacramento, and San Diego"
362,conjoined,True,canonical,"Juvenile Division, Sup. Ct. of L.A.Muni. Ct., San Diego Judicial"
363,clean_org,True,child,"Kalpulli Inc. Projects, California State University, Northridge"
364,individual,True,canonical,"Karen Chapple, Professor, City and Regional Planning, University of California, Berkeley"
365,individual,True,child,"Karen Chappelle, Professor, College of Environmental Design, City and Regional Planning, UC Berkeley"
366,clean_org,True,canonical,"Kelly & Hubner, LLP Advocates for Infants, Children, & Youth, Santa Barbara County"
367,dirty,True,child,Kiner/Goodsell Advertising (on behalf of Programmed Special Markets)
368,dirty,True,child,KP Public Affairs (on behalf of the California Mortgage Bankers Association)
369,dirty,True,child,Gerald P. OoHara. La Raza National Lawyers Association - Sacramento
370,conjoined,True,canonical,"Lafayette, Lemoore, Pismo Beach, Rohnert Park Walnut Creek, and West Hollywood"
371,conjoined,True,child,"Lake Hughes Recovery Estates, Inc. Lake Hughes Recovery O.P., Inc. dba First Responders First Outpatient"
372,dirty,True,child,"Laurence P. Lubka, esq. Hunt Ortmann Blasco Palffy & Rossell, Inc"
373,conjoined,True,canonical,"Law Libraries of the Counties of Solano, Alameda, Sacramento, San Diego, Orange, Los Angeles, Santa"
374,dirty,True,child,"Lawrence Tractor Company: Visalia, CA, Hanford, CA, Tipton, CA"
375,dirty,True,child,"League of California Cities, Inland Empire Division (Member Cities: Chino, Chino Hills, Colton, Fontana, Grand Terrace, Highland, Loma Linda, Montclair, Ontario, Rancho Cucamonga, Redlands, Rialto, San Bernardino, Upland, and Yucaipa)"
376,narrative,False,child,League of California Cities (Cal Cities) is sponsoring this bill and states
377,narrative,False,child,League of California Cities NOTE: SEE COMMENT 6 FOR PROPOSED AMENDMENTS. PageB
378,dirty,True,canonical,"Lee Petillon, Petillon, Hiraide, Loomis, Zagzebski & Zagzebski, LLP"
379,dirty,True,child,Legal Services of Northern CA on behalf of the Avondale-Glen Neighborhood Assoc
380,narrative,False,child,Legal Services of Northern CA on behalf of the Avondale-Glen
381,conjoined,True,canonical,"Legion, Veterans Service Officers, State Council, Engineering & TXI Riverside Cement, Associated"
382,clean_org,True,canonical,"LIFE: California's Lesbian, Gay, Bisexual, Transgender, and HIV/AIDS Lobby and Institute"
383,clean_org,True,child,"LIFE: California's Lesbian, Gay, Bisexual, Transgender, & HIV/AIDS Lobby & Institute"
384,clean_org,True,child,"LIFE (California's Lesbian, Gay, Bisexual, Transgender, and HIV/AIDS Lobby & Institute)"
385,clean_org,True,child,"LIFE: California's Lesbian, Gay, Bisexual, Transgender, and Institute"
386,clean_org,True,child,"Milton Marks Commission on California State Government Organization and Economy (""Little Hoover Commission"")"
387,conjoined,True,canonical,"LIVERMORE, MARIN, MEDIA CITY BURBANK, RESISTANCE SAN DIEGO, ROSS VALLEY"
388,dirty,True,child,"Los Angeles County Drainage Area Alliance (coalition of seven cities--Bellflower, Carson, Downey, Lakewood, Paramount, Pico Rivera, and South Gate)"
389,dirty,True,child,Los Angeles County Transportation Commission. James Warren Beebe
390,dirty,False,child,"Los Angeles Unified School District, the sponsor of the bill"
391,conjoined,True,canonical,"Luis Obispo, San Mateo, Santa Barbara, Santa Cruz, Shasta County, Solano, Sonoma, Stanislaus, Tulare, Ventura, Yolo County"
392,individual,True,child,"M. Margaret Knudson, M.D., Professor of Surgery, University: of California, San Francisco"
393,narrative,False,canonical,MA and SUD Provider Credentialing. The Center for Autism and Related Disorders (CARD)
394,conjoined,True,canonical,"Mar, Los Angeles, Manhattan Beach, Merced, Palo Alto, Piedmont, Santa Barbara, Santa Monica, Thousand"
395,clean_org,True,canonical,"Margaret A. Cellio dba ""Nails by Peggy"", South San Francisco"
396,individual,True,child,"K.J Killea, Brigadier General, U.S. Marine Corps Commanding General, Marine Corps Installations West-Marine Corps Base, Camp Pendleton"
397,individual,True,child,"Michael G. Colantuono, Neufeld, Jaffe, Levin & Colantuono, LLP"
398,conjoined,True,canonical,"Miguel, San Ramon, Santa Clara County, Santa Rosa, Stockton, Torrance, Vacaville, Vallejo"
399,dirty,True,child,California State Council. Military Order of the Purple Heart- Department of California
400,clean_org,True,child,"The ""Ministry In Action Commission"" of St. Mark's United Methodist Church"
401,individual,True,child,"Alan Ruby, Esq., of Morgan, Ruby, Schofiled, Franich & Fredkin"
402,dirty,True,child,"The Motion Picture Association of America, Inc. (includes Walt Disney Studios Motion Pictures, Paramount Pictures Corporation, Sony Pictures Entertainment, Inc., Twentieth Century Fox Film Corp., Universal Studios LLLP, Warner Bros. Entertainment Inc.)"
403,dirty,True,child,"MPA Collaborative Implementation Project (includes San Diego, Orange County, Los Angeles, Catalina, San Luis Obispo, Monterey, San Mateo, Golden Gate, Sonoma, Mendocino, Humboldt, and Del Norte Collaboratives)"
404,conjoined,True,child,NATIONAL ASSOCIATION OF SOCIAL WORKERS â€” CALIFORNIA CHAPTER NATIONAL COALITION FOR THE HOMELESS
405,narrative,False,child,National Association of Social Workers California Chapter writes
406,conjoined,True,canonical,National Association of Uniformed Services. Veterans Advisory Council Veterans of Foreign Wars of the United States
407,dirty,True,child,"National Baptist Convention USA, Inc, Dr. Willie Gable, Jr., Pastor"
408,clean_org,True,child,"National Coalition of 100 Black Women, Inc. Sacramento Chapter"
409,dirty,True,child,National Consumer Law Center (on behalf of its low-income clients)
410,clean_org,True,child,"Nations Private Duty Association, Northern and Southern Calif. Chapters"
411,dirty,True,child,Natural Resources Defense Council - seek additional amendments
412,dirty,True,canonical,"Neighborhood Partnership Housing Services, Montclair, Chino, Ontario, Upland and Pomona"
413,conjoined,True,canonical,"Norte, Eastern Sierra, El Dorado, Fresno, Madera, Kern, Kings, Lassen, Los Angeles, Marin, Mendocino, Lake, Merced, Monterey, Orange, Sacramento, San Benito, San Bernardino, San Francisco, San Joaquin, San"
414,dirty,False,child,"State Building and Construction Trades Council, sponsor of the bill"
415,dirty,False,child,"State Building and Construction Trades Council of California, co-sponsor of the bill"
416,dirty,True,child,"State Building and Construction Trades Council of California, with an ""oppose,"" position"
417,dirty,False,child,"State Building and Construction Trades, a sponsor of the bill"
418,narrative,False,child,"State Building and Construction Trades Council, AFL-CIO, a co-sponsor of the bill"
419,individual,True,child,"Hon. Darrell W. Stevens, Presiding Judge, North Butte County"
420,individual,True,child,"Northern California Community Loan Fund, Guy Baldwin, Policy, Research, and Information Manager"
421,individual,True,child,"Rev. Diane Weible, Northern California Nevada Conference, United Church of Christ"
422,individual,True,child,"Rev. Diane Weible, Northern CA Nevada Conference, United Church of Christ"
423,conjoined,True,canonical,"Northridge, Tracy, Tri-Valley, TWW - Los Gatos, Ventura, West Side LA, Yalla, and Yolo"
424,conjoined,True,child,"Northridge, Tracy, Tri-Valley, WW - Los Gatos, Ventura, West Side LA, Yalla, and Yolo"
425,conjoined,True,canonical,"Obispo, San Mateo, Santa Barbara, Santa Clara, Sonoma, and Yolo County"
426,conjoined,True,canonical,"Obispo, Santa Cruz, Santa Rosa, South Bay, and Ventura County"
427,narrative,False,child,Riverside County Superintendent of Schools: GOVERNOR'S VETO MESSAGE
428,conjoined,True,canonical,"Option B Cities: Atascadero, Buena Park, Claremont, Milpitas, Montebello"
429,conjoined,True,canonical,"Orange, San Diego, San Francisco, Fresno, Calaveras and San Bernardino Counties"
430,conjoined,True,child,"Organization of Chinese Americans: East Bay Chapter, National, Sacramento Chapter, San Mateo County, Silicon Valley"
431,dirty,True,child,"Organization of Professional Aviculturists, Inc.: Prior version"
432,narrative,False,child,Moffatt and Nichol on behalf of the Pacific Merchant Shipping Association
433,conjoined,True,canonical,"Pacific, California Hispanic, Cupertino, East Los Angeles, Hawthorne, Hermosa Beach, Long Beach Area, Palos Verdes Peninsula, Sacramento"
434,individual,True,child,"Pacifica Friends of the Library, Mrs. Caroline Barba, Co-president"
435,individual,True,child,"Mrs. Joan Putz, co-president Pacifica Friends of the Library"
436,individual,True,child,"Hon. Leon Panetta, Chair, Panetta Institute/Former U.S. Secretary of Defense"
437,conjoined,True,child,"Participating Freestanding Cardiac Labs (San Jose, Sacramento, Rancho Mirage, Los Angeles (2), San Ramon and Brea)"
438,conjoined,True,canonical,"Pasadena, Auburn CA, Beach Cities, California Green Team, Claremont/Inland"
439,narrative,False,child,"Peace Officers Research Association of California (PORAC), in opposition"
440,narrative,False,child,Peace Officers Research Association of California (PORAC): GOVERNOR'S VETO MESSAGE
441,narrative,False,child,"Peace Officers Research Association of California, in support"
442,narrative,False,child,Peace Officers' Research Association of California (PORAC) writes
443,individual,True,child,"Diane Cooper-Puckett, Exec. Director, The Peg Taylor Center for Adult Day"
444,narrative,False,child,"Performance Marketing Alliance, Inc. on behalf of over 300 California Professionals"
445,conjoined,True,child,"Pet Assistance Foundation - San Diego, Orange County, Los Angeles County, Antelope Valley, Inland Empire, San Gabriel Valley, Santa Clarita Valley, San Fernando Valley, San Pedro"
446,narrative,False,child,Pete Conaty and Associates on behalf of the California Off-Road
447,individual,True,child,"Professor and Chair, School of Nursing, Department of Physiological Nursing, UC San Francisco, Erika S. Froelicher, R.N"
448,invalid,True,canonical,"Plan to End Poverty in California. Resolution Chapter 117, Statutes of 2003"
449,conjoined,True,child,"Contractors, Alameda/Contra Costa County, Los Angeles, Northern California, Sacramento"
450,conjoined,True,child,"Plumbing/Hearing/Cooling Contractors, Alameda/Contra Costa County, Los Angeles, Northern California, Sacramento"
451,conjoined,True,canonical,"Plus, Petaluma, Redlands, ReSisters Walnut Creek, Ross Valley, Sacramento, San Diego Central, San Jose, San Pedro, Santa Barbara, Santa Cruz County, Sausalito, Sebastopol, SF, SF Peninsula and CA 14, SFV, Sonoma County, South Bay LA, Stanislaus, Stockton, Tracy, Tri Valley, TWW/Los Gatos, Ventura, Westside LA, Yalla, and Yolo"
452,individual,True,child,"Capt. Richard J. Doscher, Div. Commander, Yuba City Police Dept"
453,conjoined,True,canonical,"Police from: Foster City, Palm Springs, Stockton, Farmersville, Waterford, Modesto, Ripon, Anaheim, Fresno, South Lake Tahoe, Fort Bragg, Sanger, Scotts"
454,clean_org,True,child,Help Oppose Pornography's Exploitation (HOPE) of Sonoma County
455,conjoined,True,canonical,"Porter Ranch, CA 43, CA 45, CA Green Team, Claremont/Inland Valley, Colusa County, East Bay, East Valley, Eden, Elmwood, El Dorado Hills, Euclid, Fremont, Hillcrest, Los Angeles, Manteca, Marin, Media City"
456,individual,True,canonical,"Prasad Krishnamurthy, J.D., Ph.D., University of California, Berkeley, School of Law"
457,individual,True,canonical,"Priscilla Abercrombie, RN, NP, PhD, UCSF Obstetrics, Gynecology"
458,individual,True,child,"Priscilla Abercrombie, RN, NP, PhD, UCSF Obstetrics, Gynecology and Reproductive Services"
459,conjoined,True,child,"Probation Department, Counties of: Alpine, Glenn, Imperial, Lassen, Mendocino, San Benito, San Luis Obispo, Santa Clara, Sonoma"
460,conjoined,True,child,"Probation Department, Counties of: Alpine, Glenn, Imperial, Lassen, Mendocino, San Benito, Sonoma"
461,clean_org,True,child,"The Professional Association for Childhood Education (""PACE"")"
462,conjoined,True,canonical,Public Advocates. Affordable Housing Advocates of Santa Cruz County
463,conjoined,True,child,California Public Interest Research Group California Youth vs. Big Oil
464,individual,True,canonical,"Ralph R. Ramirez, Major, AG, Deputy Commander, So. Area OPS unit"
465,individual,True,child,"Ralph R. Ramirez, Major, AG, Deputy Commander, So. Area OPS unit, State of CA Center for Military History, Armed Forces Reserve"
466,individual,True,canonical,"Rebecca Toporek, Acting Assoc. Dean, Counseling, De Anza College"
467,individual,True,canonical,"Richard J. Jackson, M.d., MPH (Professor and Chair, Environmental Health Sciences, School)"
468,individual,True,child,"Richard J. Jackson, M.d., MPH (Professor and Chair, Environmental Health Sciences, School of Public Health, UCLA)"
469,conjoined,True,canonical,"Ridge, Paramount, Rancho Cordova Area, Redondo Beach, San Clemente, San Diego Regional, Santa Clarita Valley, South Bay Association, South"
470,conjoined,True,canonical,"River, Merced, North County, Orange County, Palm Springs, Paso"
471,conjoined,True,canonical,"Robles, Pomerado, Red Bluff, Rockville, Shiloh, Silveyville, Sutter, Tahoe City, Vacaville-Elmira"
472,narrative,False,child,"Rural County Representatives of California, in support of the bill"
473,clean_org,True,canonical,"S.E.S.A.M.E., Inc. Stop Educator Sexual Abuse, Misconduct & Exploitation"
474,dirty,True,child,Sacramento City Unified School District: OVERNOR'S VETO MESSAGE
475,dirty,False,child,Sacramento City Unified School District: GOVERNOR'S VETO MESSAGE
476,dirty,True,canonical,Sacramento The Donald P. & Katherine B. Loker Univ. Student Union
477,conjoined,True,canonical,"Sacramento, San Clemente, San Diego, Santa Monica, Seal Beach, Torrance"
478,conjoined,True,child,"SAFE Campuses Coalition, which includes Generation UP, INC, Ignite Nation, and the Youth Power Project"
479,dirty,True,child,San Diego Drycleaners Association (on behalf of 2 businesses)
480,conjoined,True,canonical,"San Fernando Valley, Humboldt, Sacramento, San Diego, SoCal Climate"
481,individual,True,canonical,"San Francisco County Supervisors Alioto-Pier, Dufty, Elsbernd, Mar, and Maxwell"
482,individual,True,child,"San Francisco County Supervisors Alioto-Pier, Dufty, Elsbernd, Mar, Maxwell"
483,conjoined,True,canonical,"San Jacinto, Nevada County, Orange County, Pomona Valley, Riverside, Sacramento, San Bernardino Area, North Coastal San Diego County, San"
484,conjoined,True,child,"Jacinto, Nevada County, Orange County, Pomona Valley, Riverside, Sacramento, San Bernardino Area, North Coastal"
485,individual,True,child,"Joseph McNamara, D.P.A., Police Chief, San Jose, (Ret.), Research Fellow at the Hoover Institution on War, Revolution and Peace"
486,conjoined,True,canonical,"San Luis Obispo County, Walnut Creek, Wilmington, Yorba Linda, and Yuba-Sutter"
487,conjoined,True,canonical,Santa Clara County Fire Protection Dist. Public Safety Regionalization Board Criminal Justice Training Center
488,clean_org,True,child,"Santa Clara County Special Education Local Plan Areas I, Ii, Iii, Iv, & Vii"
489,clean_org,True,child,"Santa Clara County Special Education Local Plan Areas I, II, III, IV, V"
490,dirty,True,canonical,Sault Ste. Marie Tribe of Chippewa Indians Attorney Elizabeth A. Eggert
491,dirty,True,canonical,Sault Ste. Marine Tribe of Chippewa Indians Child Welfare Attorney
492,dirty,True,child,School Districts of Marin County - letter was for prior version
493,clean_org,True,canonical,"Secretariat of Agriculture, Livestock, Rural Development, Fisheries, and Food of the United States of Mexico"
494,dirty,True,child,"Secretariat of Agriculture, Livestock, Rural Development, Fisheries, and Food of the Untied States of Mexico"
495,invalid,True,canonical,"Segundo, Glendale, Glendora, Hawthorne, Long Beach, Maywood, Montebello, Palos Verdes Estates, San"
496,dirty,False,child,"California State Council of Service Employees International Union (SEIU), sponsor to the bill"
497,dirty,True,child,Service Employees International Union (on behalf of the SEIU Nurse Alliances)
498,dirty,True,child,Service Employees International Union (on behalf of the SEIU Nurse Alliance)
499,clean_org,True,child,"California State Employees, SEIU, Local 1,000, Civil Service Division"
500,clean_org,True,child,"California State Employees, SEIU, Local 1,000, Civil Service"
501,dirty,True,child,Service Employees International Union (on behalf of Local 347)
502,conjoined,True,child,"Service Employees International Union Locals 250, 399, 817, 1280, 2028"
503,narrative,False,child,Service Employees International Union (SEIU) represents the Bar's employees and it
504,dirty,True,child,"Service Employees International Union, Sacramento, Los Angeles, Oakland, CA"
505,dirty,True,child,"Service Employees International Union, Local 660 THIS ANALYSIS REFLECTS AMENDMENTS TO BE OFFERED IN"
506,clean_org,True,child,"Sheet Metal, Air, Rail, and Transportation Workers, Local 104"
507,clean_org,True,child,"Sheet Metal, Air, Rail, and Transportation Workers, Local 105"
508,individual,True,child,"Hon. Don McDonald, Sheriff-Coroner-Public Administrator, El Dorado"
509,narrative,False,child,El Dorado County Sheriff Jeff Leikauf also opposes the bill and
510,dirty,False,child,"Soboba Band of Luiseño Indians (Soboba), sponsor of the bill"
511,dirty,True,child,"California Society for Human Resource Management, a supporter of the bill"
512,dirty,True,child,"South Bay Cities Council of Governments (Carson, El Segundo, Gardena, Hawthorne, Hermosa Beach, Inglewood, Lawndale, Lomita, Manhattan Beach, Palos Verdes Estates, Rancho Palos Verdes, Redondo Beach, Rolling Hills, Rolling Hills Estates, Torrance, and the Harbor City/San Pedro communities of the City of Los Angeles.)"
513,invalid,True,canonical,"South Coast, Shingle Springs/Cameron Park, Simi Valley, Torrance Area, and Yuba Sutter"
514,dirty,True,child,"Southern California Contractors Association (SCCA), in opposition"
515,clean_org,True,canonical,"Southern Calif. Painters & Allied Trades, District Council . 36"
516,clean_org,True,child,Regional Council of the So. Calif. Association of Governments
517,dirty,False,child,"Southern California Black Worker Hub for Regional Organizing, sponsor of the bill"
518,dirty,True,child,"Southern California Public Power Authority (comprising the cities of Anaheim, Azusa, Banning, Burbank, Colton, Glendale, Pasadena, Riverside, Vernon, the Imperial Irrigation District, and the Los Angeles Department of Water and Power)"
519,dirty,True,child,"Special Opportunities for Access & Reform Coalition (SELPAs of Merced, Napa, Solano, Sutter, and Yolo Counties)"
520,clean_org,True,child,"Sporting Arms and Ammunition Manufacturers' Institute (""SAAMI"")"
521,individual,True,child,"Rev. John Anderson, St. John's Presbyterian Church-San Francisco"
522,conjoined,True,child,"St. Joseph Health - Eureka, Redwood Memorial Hospital, Santa Rosa Memorial, St. Jude, Petaluma Valley, Orange, and Queen of the Valley"
523,clean_org,True,child,"Stanislaus County Police Chiefs', Sheriffs' and Dist. Attorneys"
524,dirty,True,child,State Association of County Retirement Systems (on behalf of the 1937 Act County Ret. Systems)
525,dirty,True,child,State Association of County Retirement Systems (SACRS) Oppose unless
